Event Number,Track ID,pT (GeV),Num Hits,Matched
1110,54049449000828928,0.7047819349608606,11,1.0
1110,54049517720305664,0.27875088370850104,12,1.0
1110,54049586439782400,0.6784638069713501,11,1.0
1110,54049655159259136,0.5118382086102137,14,1.0
1110,54049723878735872,1.5176758094634422,11,1.0
1110,54049792598212608,0.9088626063437997,6,1.0
1110,54050411073503232,0.2291323266665306,9,1.0
1110,54050479792979968,0.5307727326930297,13,1.0
1110,54046356641157121,0.30659422203732956,8,1.0
1110,54046356641161218,0.4397787691226543,6,1.0
1110,54052060340944896,0.24686823557840734,9,1.0
1110,54052266499375104,0.5793886090289153,16,1.0
1110,54056252229025792,0.4268909361852087,10,1.0
1110,54057076862746624,0.24426161813131947,11,1.0
1110,54057695338037248,0.42913187018424853,14,1.0
1110,54059963080769536,0.5563399661455982,12,1.0
1110,54060100519723008,0.20216741149276896,7,1.0
1110,54060306678153216,0.30976633441665946,8,1.0
1110,58547001314246656,0.7728118651924049,7,1.0
1110,58547344911630336,0.16790034520480807,10,1.0
1110,58547413631107072,1.2296138364043945,8,1.0
1110,58547482350583808,0.5215169697447569,11,1.0
1110,58547551070060544,0.46095968246349106,9,1.0
1110,58547619789537280,0.17418801824145067,11,1.0
1110,58548238264827904,0.5073498700570765,9,1.0
1110,58548788020641792,0.39987905590405365,10,0.0
1110,58548925459595264,0.7117966856370325,7,1.0
1110,58549337776455680,0.8668470222595682,11,1.0
1110,58549475215409152,0.3844223854695579,13,1.0
1110,58549543934885888,0.4352805265104926,12,1.0
1110,58549681373839360,0.4480002495754761,12,1.0
1110,58549818812792832,0.5130086460787192,12,1.0
1110,58550299849129984,0.6284641011333527,10,1.0
1110,58550368568606720,0.9729655159131134,11,1.0
1110,58550643446513664,0.3116019960022854,15,1.0
1110,58550780885467136,0.4039853076029617,10,1.0
1110,58551330641281024,0.576172048225345,7,1.0
1110,58550093707497474,0.3201575197248582,10,1.0
1110,58550437304872962,0.2111145043935986,8,0.0
1110,58550437304877058,0.21339258864857086,11,0.0
1110,58552361433432064,0.24277981811536078,12,1.0
1110,58552430169690113,0.2671816279919843,9,1.0
1110,58552430169694210,0.17800215534687588,10,1.0
1110,58555110212501504,0.3754540708423918,10,1.0
1110,58556141004652544,0.6772629640136253,9,1.0
1110,58556484602036224,0.20175373946036435,10,1.0
1110,58556759479943168,0.6476305043157525,11,0.0
1110,58557721552617472,0.24449797216945987,9,0.0
1110,58557790272094208,0.41838958291220657,12,1.0
1110,63050532222140416,0.7047498244162289,13,1.0
1110,63050875819524096,0.5338765403489594,13,1.0
1110,63051288136384512,0.3786984720117305,12,1.0
1110,63051356855861248,0.5641226755273662,9,1.0
1110,63051425575337984,0.3040517011162917,6,1.0
1110,63051563014291456,0.5544655631298842,13,1.0
1110,63051769172721664,0.5966183240885753,13,1.0
1110,63051906611675136,0.5106138161140155,12,1.0
1110,63052044050628608,0.2858334807475119,10,1.0
1110,63052799964872704,0.3903599547857489,16,1.0
1110,63052937403826176,1.0618305392521532,8,1.0
1110,63053006123302912,0.5556736871603593,8,1.0
1110,63053074842779648,0.48709564749159623,10,1.0
1110,63053143562256384,1.352744819923088,9,1.0
1110,63053762037547008,0.3863845238073455,13,1.0
1110,63053830757023744,0.6509691560799565,10,1.0
1110,63053899476500480,1.0412476198547227,10,1.0
1110,63053968195977216,0.2662797828250396,9,1.0
1110,63054105634930688,0.15726265610528836,11,1.0
1110,63053212298518530,0.33322821246160905,6,1.0
1110,63053624615378946,0.24432292734842603,9,1.0
1110,63056235938709504,0.39062176316298836,8,1.0
1110,63062008391536641,0.3449017504084745,11,1.0
1110,67554406727417856,0.23084612334623603,8,1.0
1110,67554544166371328,1.3631235026000652,9,1.0
1110,67554681605324800,1.7265176103243562,9,0.0
1110,67554750324801536,3.386424806865725,7,0.0
1110,67554819044278272,0.4414716640911209,14,1.0
1110,67554887763755008,1.6905758215405318,14,1.0
1110,67554956483231744,1.1163615065092134,12,1.0
1110,67555712397475840,1.2971325196669825,11,1.0
1110,67555781116952576,0.44824668046266974,10,1.0
1110,67555849836429312,0.8578040217175691,11,1.0
1110,67555918555906048,0.220591656464382,10,1.0
1110,67555987275382784,0.23763069671026038,8,1.0
1110,67556537031196672,0.6159715537832512,12,1.0
1110,67556674470150144,1.4850760504938663,6,1.0
1110,67556743189626880,0.20373567465495557,9,0.0
1110,67557705262301184,0.41126514254171453,14,0.0
1110,67557773981777920,0.6302356093690354,7,1.0
1110,67558667334975488,0.5363124448814637,9,1.0
1110,67558804773928960,0.41399692912506897,9,1.0
1110,67559148371312640,0.2086793420004107,9,1.0
1110,67559285810266112,1.022734272522805,11,1.0
1110,67559491968696320,0.5130495496683538,9,1.0
1110,67560110443986944,0.5923821149136269,10,1.0
1110,67560247882940416,0.48757916247542754,10,1.0
1110,67560660199800832,0.36999053338623894,7,1.0
1110,67560935077707776,0.5579591188228209,7,1.0
1110,67561003797184512,0.9512199827842047,11,1.0
1110,67561072516661248,1.6475892825039469,10,1.0
1110,67561141236137984,0.20074430480091507,8,1.0
1110,67561209955614720,3.156920806348006,9,1.0
1110,67561278675091456,0.7521140429345796,11,1.0
1110,67561347394568192,0.6435529483856914,9,1.0
1110,67561416114044928,0.3479925374308356,10,1.0
1110,67561553552998400,0.42526814254909795,8,1.0
1110,67562309467242496,0.5053075403900925,9,1.0
1110,67556399609024513,0.1808338222625988,6,1.0
1110,67556399609028610,0.17266395005327373,8,1.0
1110,67558392473853954,0.19303348216565158,8,1.0
1110,67558598632284162,0.4922017877201174,7,1.0
1110,67561622289260546,0.295661210124421,6,1.0
1110,67561622289264642,0.3532119962842839,6,1.0
1110,67562378203504642,0.43990604021113694,6,1.0
1110,67564645929451520,0.24538636436561753,12,1.0
1110,67565264404742144,0.43485278120432147,10,1.0
1110,67565882880032768,0.22824038322621404,8,1.0
1110,67566844952707072,0.16269486620377666,7,1.0
1110,67567600866951168,0.2900802732555189,10,1.0
1110,67573923058810880,0.17613313329767882,9,1.0
1110,67575984643112960,0.5227474432255637,13,1.0
1110,67576053362589696,0.6378439211154391,9,1.0
1110,67578458561056769,0.2500445682313008,9,1.0
1110,72057800196358144,1.4773588891090614,8,1.0
1110,72058418671648768,0.5960428860198215,10,1.0
1110,72059243322150913,0.41095014457313045,14,1.0
1110,76561468543205376,0.8558109816631424,7,1.0
1110,76561605982158848,0.5350476999739247,16,1.0
1110,76562087018496000,0.283099146642344,12,1.0
1110,76562842932740096,2.1830916714411557,15,1.0
1110,76562911652216832,0.6219708187144976,12,1.0
1110,76563323969077248,0.5528740887144032,7,1.0
1110,76563942444367872,1.4797703031965748,13,1.0
1110,76565522992332800,0.8142173991987275,11,1.0
1110,81065068170575872,0.3246733139890999,12,0.0
1110,81065617926389760,0.29113453396188155,10,0.0
1110,81066167682203648,0.26714481439798154,9,1.0
1110,81066717438017536,0.21791538429333465,10,1.0
1110,81065136906833921,0.3081129688163047,8,1.0
1110,81067267193831424,0.23261712338783272,8,0.0
1110,90072885900607488,1.397019726591674,13,1.0
1110,90072954620084224,0.17621109311169542,8,1.0
1110,90074603887525888,4.951790707470153,9,1.0
1110,90074878765432832,0.7592649484379853,13,1.0
1110,90075016204386304,0.3922378349069658,13,1.0
1110,90075084923863040,1.2576964257729186,10,1.0
1110,90075291082293248,1.7820321179910041,14,1.0
1110,90075359801769984,0.22212014806233396,9,1.0
1110,90075428521246720,0.23472857329720864,7,1.0
1110,90075497240723456,0.49231845125782814,11,1.0
1110,90075565960200192,0.4148483442091957,9,1.0
1110,90075634679676928,0.7747669980309871,7,1.0
1110,90075772118630400,0.829332161651482,6,1.0
1110,90075909557583872,0.8134746094352043,13,1.0
1110,90076596752351232,1.596213734756066,13,1.0
1110,90076665471827968,0.18868202836768755,8,1.0
1110,90077971141885952,0.5164548642267224,8,1.0
1110,90078039861362688,0.21647381913529834,9,1.0
1110,90078383458746368,0.6975952735432944,9,1.0
1110,90079001934036992,0.8265761822765917,10,1.0
1110,90079070653513728,0.37326580209844173,13,1.0
1110,90079208092467200,2.2176400333434256,8,1.0
1110,90079276811943936,0.686580275576919,10,1.0
1110,90079345531420672,0.7916086979118108,12,1.0
1110,90079414250897408,0.39812375206099826,14,1.0
1110,90079482970374144,0.43946709488633207,7,1.0
1110,90080170165141504,0.7515057290193464,7,1.0
1110,90073023356342273,0.34106602516372464,13,1.0
1110,90074191587446785,0.36627542953019876,16,0.0
1110,90074535184830465,0.24344789617789991,8,1.0
1110,90074947501690881,0.4187200852789677,10,0.0
1110,90074947501694978,0.429794622367713,9,1.0
1110,90075978293841921,0.3214044129419187,8,1.0
1110,90077352683376641,0.4019066890996539,11,1.0
1110,90077765000237057,0.33335685941542914,10,1.0
1110,90083537419501568,2.254295288575295,7,1.0
1110,90084018455838720,0.3332830933924407,11,1.0
1110,90084087175315456,0.42251560745746936,9,1.0
1110,90084430772699136,0.4035122550635125,8,1.0
1110,90084499492175872,0.3263378843816601,12,1.0
1110,90084636931129344,0.9595444671755948,9,1.0
1110,90084911809036288,0.27681475350871504,8,1.0
1110,90084980528513024,0.4492660297295633,9,1.0
1110,90085873881710592,0.987287028951466,13,1.0
1110,90085942601187328,0.4328252301562071,14,1.0
1110,90088828819210240,0.5032234304998342,7,1.0
1110,90088897538686976,0.9029620768169623,12,1.0
1110,90089103697117184,0.2381296376995219,10,1.0
1110,90089172416593920,0.24076421802415116,13,1.0
1110,90089653452931072,0.33742816719591057,10,1.0
1110,90089722172407808,0.28301724966069064,8,1.0
1110,90090546806128640,0.3151710314867048,10,1.0
1110,90090615525605376,0.2545840290659572,7,1.0
1110,90090752964558848,0.1895042646334985,8,1.0
1110,90090959122989056,2.902130367844356,15,0.0
1110,90091027842465792,0.4815874677667465,13,0.0
1110,90091096561942528,1.2843577139737818,9,1.0
1110,90096731559034880,0.37195051968298204,12,1.0
1110,94576004508422145,0.1970484998831997,8,1.0
1110,103582860148998144,0.6602580468043991,11,1.0
1110,103583272465858560,0.5834173246834587,13,1.0
1110,103583341185335296,0.4053058185798889,11,1.0
1110,103583547343765504,0.1998225701281357,9,1.0
1110,103583684782718976,1.3482408067580105,9,1.0
1110,103583959660625920,0.23350765862596998,12,1.0
1110,103584578135916544,0.34421184036682395,12,1.0
1110,103584646855393280,1.5542159240270885,11,1.0
1110,103585059172253696,0.17621790540367133,9,1.0
1110,103586639720218624,0.2676217995003647,9,1.0
1110,103586708439695360,0.4207715216693475,12,1.0
1110,103586777159172096,0.45505639755842336,12,1.0
1110,103586845878648832,0.3613334276608015,7,1.0
1110,103586914598125568,0.5056960139535582,9,1.0
1110,103583203763163137,0.32771722965931693,10,1.0
1110,103588563865567232,0.21293508755902968,7,1.0
1110,108086597215322112,0.6335186464002084,8,1.0
1110,108087696726949888,0.23807187167102217,9,1.0
1110,108089414713868288,0.258238531415698,10,1.0
1110,112590196842692608,0.40780320752605187,6,1.0
1110,112591227634843648,0.5606087089329456,14,1.0
1110,112591433793273856,0.32485230194331605,9,0.0
1110,112592189707517952,0.3128887729071405,14,0.0
1110,112592258426994688,0.7429121825243472,12,1.0
1110,121597533536387072,0.6063235966439199,6,1.0
1110,121597670975340544,0.344411992341143,11,0.0
1110,121597739694817280,0.784612636582558,10,0.0
1110,121597808414294016,0.3758819797479883,13,1.0
1110,121598426889584640,0.5382411009074507,11,1.0
1110,121598495609061376,0.24587647862462142,10,1.0
1110,121598564328538112,0.9670308213754834,11,1.0
1110,121598633048014848,0.5581505991509624,8,1.0
1110,121598701767491584,0.5743283443273414,10,1.0
1110,121598839206445056,0.3618255662353591,12,1.0
1110,121599320242782208,0.3551775215680334,15,1.0
1110,121599388962258944,0.3696505851452895,8,1.0
1110,121599457681735680,0.4817165333948871,11,1.0
1110,121599595120689152,0.5984571692758857,12,1.0
1110,121599663840165888,0.4162353123124779,14,1.0
1110,121599732559642624,0.19149728071268787,9,1.0
1110,121600213595979776,0.2875599015433148,9,1.0
1110,121600282315456512,0.7030594869872956,14,1.0
1110,121600419754409984,0.8485844433639697,9,1.0
1110,121600488473886720,0.38824077226007175,12,1.0
1110,121600763351793664,0.5360678614100648,10,1.0
1110,121597464833691649,0.19152487616151814,10,1.0
1110,121597464833695746,0.4264344510702244,7,0.0
1110,121599526417993729,0.158034767939145,7,1.0
1110,121602550058188800,0.3900958872081275,9,1.0
1110,121602618777665536,0.2614200529384012,11,1.0
1110,135108469857452032,0.17604917327177344,10,1.0
1110,135109019613265920,0.17555249228651157,9,1.0
1110,135110943758614528,0.8637096720611339,13,1.0
1110,135111493514428416,0.17629772701836816,10,1.0
1110,139611932045869056,0.6030599894403624,10,1.0
1110,139612000765345792,1.6632116649805702,10,1.0
1110,139612069484822528,1.1497163127993935,11,1.0
1110,139612138204299264,0.7762126081475276,12,1.0
1110,139612206923776000,0.6766027145478346,9,1.0
1110,139612825399066624,0.31383954398244623,9,1.0
1110,139613718752264192,0.47254353165109403,12,1.0
1110,139615093141798912,0.3504827422416061,12,1.0
1110,139615436739182592,0.1751206052669489,7,1.0
1110,139615505458659328,0.48477363877659324,10,1.0
1110,139615574178136064,0.7329091956771123,11,1.0
1110,139615642897612800,0.6354481889222183,13,1.0
1110,139615711617089536,2.2382878901896257,11,1.0
1110,139615780336566272,0.562843802212137,12,1.0
1110,139615917775519744,1.624679531512932,9,1.0
1110,139618460396158976,0.3704409495798736,13,1.0
1110,139618529115635712,0.3329478919920661,9,1.0
1110,139617292181835777,0.3548307376900216,13,1.0
1110,139619903505170432,0.4360957175823137,11,1.0
1110,139619972224647168,1.1191081825690525,11,1.0
1110,139626294416506880,0.21167565853873993,12,1.0
1110,148619062581133312,0.15339636663923018,7,0.0
1110,148621192901693441,0.23803023877027313,9,0.0
1110,153123074525364224,0.34310536979884926,12,1.0
1110,153123280683794432,0.9602279754289386,12,1.0
1110,153123967878561792,1.2832447045388808,10,1.0
1110,153124036598038528,2.667186807773527,12,1.0
1110,153124174036992000,1.317821438724153,8,1.0
1110,153124242756468736,0.9699274530188512,7,1.0
1110,153124998670712832,2.764794592500784,13,1.0
1110,153125067390189568,0.6661235443705981,10,1.0
1110,153125136109666304,0.18364275258249457,8,1.0
1110,153125204829143040,0.24099623426793476,10,1.0
1110,153125342268096512,0.15564250155881404,7,1.0
1110,153125410987573248,1.9549211123434798,7,1.0
1110,153126647938154496,0.49621741999832314,11,1.0
1110,153126716657631232,0.5768096034085064,10,1.0
1110,153127884888735744,0.6026630845382175,11,1.0
1110,153129190558793728,1.4797568594588142,10,1.0
1110,153129259278270464,0.42311842666432686,11,1.0
1110,153129327997747200,1.3228125082575188,7,1.0
1110,153129396717223936,0.5345266815779931,7,1.0
1110,153130015192514560,0.6024597909671693,6,1.0
1110,153130221350944768,0.5123038730536511,7,1.0
1110,153130908545712128,0.5367489088765329,12,1.0
1110,153130977265188864,2.3992029556273415,10,0.0
1110,153131114704142336,1.6982300264013366,11,0.0
1110,153131183423619072,0.8247939167501769,9,1.0
1110,153132076776816640,0.30141188980154865,10,1.0
1110,153132145496293376,0.580853496933799,12,1.0
1110,153132763971584000,0.32050118656486304,8,1.0
1110,153132901410537472,0.1786131623217527,9,1.0
1110,153132970130014208,0.17404635109408684,7,1.0
1110,153124105334300674,0.20916265010550913,7,1.0
1110,153127128991272961,0.4274912372131997,13,1.0
1110,153134275816857602,0.3276827946262752,7,1.0
1110,153136199945420800,0.5590361853472804,8,1.0
1110,153136268664897536,0.5762190946228709,17,1.0
1110,153136406103851008,0.6542738864421931,8,1.0
1110,153136474823327744,1.1989035840504711,9,1.0
1110,153136543542804480,0.844719140782146,10,1.0
1110,153136749701234688,0.7177920099279347,11,1.0
1110,153139842077687808,0.5187002981348123,9,1.0
1110,153139910797164544,0.8162367700438864,12,1.0
1110,153139979516641280,0.16939765690300798,8,1.0
1110,153140048236118016,0.41729478907232515,12,1.0
1110,153140185675071488,0.4159983110097222,7,1.0
1110,153140254411329537,0.3765266889153988,9,1.0
1110,153146232989024256,0.4285956011110159,8,1.0
1110,153146301708500992,0.22618905893988667,10,1.0
1110,157626467994304512,0.32205449826112764,10,1.0
1110,157626536713781248,0.9588235416290939,11,1.0
1110,157626605433257984,0.2127639337150028,9,1.0
1110,157627292628025344,0.7734095124097559,8,1.0
1110,157627361347502080,0.4625086128706545,15,1.0
1110,157627430066978816,0.945221940174853,13,1.0
1110,157628048542269440,0.797778460115826,10,1.0
1110,157628460859129856,0.34448667239985253,9,1.0
1110,157628735737036800,0.5300016348353853,11,1.0
1110,157629697809711104,0.4045321261320363,6,1.0
1110,157626399291609089,0.44208848331447514,10,1.0
1110,157626674169516033,0.4071575029029427,10,1.0
1110,157627773681143809,0.18937145272489306,8,1.0
1110,157627773681147906,0.33676032063897315,11,1.0
1110,162129792743768064,0.4977840867080344,7,1.0
1110,162130411219058688,1.7902997367149207,8,1.0
1110,162130479938535424,3.6913816045465033,12,0.0
1110,162131167133302784,0.6331656691174801,12,0.0
1110,162131235852779520,0.5541103027158771,11,0.0
1110,162131373291732992,1.8714064302335445,14,1.0
1110,162131442011209728,1.703492200204153,14,1.0
1110,162131510730686464,0.3159721456961864,13,1.0
1110,162131579450163200,1.2399891923016892,10,1.0
1110,162131648169639936,1.0082596322420148,8,1.0
1110,162131716889116672,0.5262943388050241,8,1.0
1110,162131785608593408,0.3401019749892682,10,1.0
1110,162131923047546880,0.2693948111129708,13,1.0
1110,162131991767023616,2.023469501233594,11,1.0
1110,162132197925453824,1.4906836583547547,6,1.0
1110,162132266644930560,0.4020888297325176,11,1.0
1110,162132335364407296,0.18740878288457208,8,1.0
1110,162133022559174656,0.2135150571162584,8,1.0
1110,162133366156558336,0.42854676009326137,13,1.0
1110,162133434876035072,0.2518139013029714,10,1.0
1110,162133503595511808,1.9914333316864357,9,1.0
1110,162134053351325696,0.37138039232633147,8,1.0
1110,162134122070802432,0.5928153328815456,15,1.0
1110,162134603107139584,0.6504276024978769,7,1.0
1110,162134946704523264,0.7402856364115131,8,1.0
1110,162135084143476736,0.3880656503871008,11,1.0
1110,162135152862953472,0.28309846775191033,12,1.0
1110,162135702618767360,1.088923990156404,8,1.0
1110,162137214447255552,0.38331915977375297,14,1.0
1110,162137283166732288,0.5416387536564595,12,1.0
1110,162137351886209024,0.513902108360597,11,1.0
1110,162137420605685760,1.4093778504076893,15,1.0
1110,162137489325162496,1.988407797045178,11,1.0
1110,162137695483592704,0.40124877512224466,11,1.0
1110,162137764203069440,0.2932593270580907,11,1.0
1110,162137832922546176,0.31474612293172693,9,1.0
1110,162139963226324992,0.4110585515119342,13,1.0
1110,162140031945801728,0.20077024950281638,9,1.0
1110,162140375543185408,0.21924632410649625,9,1.0
