,volume_id,layer_id,module_id,cx,cy,cz,rot_xu,rot_xv,rot_xw,rot_yu,rot_yv,rot_yw,rot_zu,rot_zv,rot_zw,module_t,module_minhu,module_maxhu,module_hv,pitch_u,pitch_v,umid,um_idx
17,8,2,18,-26.3992,-17.6394,-385.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_18,17
18,8,2,19,-17.6394,-26.3992,-385.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_19,18
19,8,2,20,-6.19412,-31.1399,-385.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_20,19
20,8,2,21,6.19412,-31.1399,-385.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_21,20
21,8,2,22,17.6394,-26.3992,-385.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_22,21
22,8,2,23,26.3992,-17.6394,-385.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_23,22
23,8,2,24,31.1399,-6.19412,-385.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_24,23
24,8,2,25,31.1399,6.19412,-385.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_25,24
25,8,2,26,26.3992,17.6394,-385.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_26,25
26,8,2,27,17.6394,26.3992,-385.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_27,26
27,8,2,28,6.19412,31.1399,-385.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_28,27
28,8,2,29,-6.19412,31.1399,-385.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_29,28
29,8,2,30,-17.6394,26.3992,-385.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_30,29
30,8,2,31,-26.3992,17.6394,-385.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_31,30
31,8,2,32,-31.1399,6.19412,-385.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_32,31
32,8,2,33,-31.6303,-6.29166,-315.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_33,32
33,8,2,34,-26.8149,-17.9171,-315.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_34,33
34,8,2,35,-17.9171,-26.8149,-315.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_35,34
35,8,2,36,-6.29166,-31.6303,-315.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_36,35
36,8,2,37,6.29166,-31.6303,-315.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_37,36
37,8,2,38,17.9171,-26.8149,-315.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_38,37
38,8,2,39,26.8149,-17.9171,-315.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_39,38
39,8,2,40,31.6303,-6.29166,-315.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_40,39
40,8,2,41,31.6303,6.29166,-315.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_41,40
41,8,2,42,26.8149,17.9171,-315.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_42,41
42,8,2,43,17.9171,26.8149,-315.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_43,42
43,8,2,44,6.29166,31.6303,-315.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_44,43
44,8,2,45,-6.29166,31.6303,-315.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_45,44
45,8,2,46,-17.9171,26.8149,-315.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_46,45
46,8,2,47,-26.8149,17.9171,-315.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_47,46
47,8,2,48,-31.6303,6.29166,-315.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_48,47
48,8,2,49,-31.1399,-6.19412,-245.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_49,48
49,8,2,50,-26.3992,-17.6394,-245.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_50,49
50,8,2,51,-17.6394,-26.3992,-245.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_51,50
51,8,2,52,-6.19412,-31.1399,-245.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_52,51
52,8,2,53,6.19412,-31.1399,-245.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_53,52
53,8,2,54,17.6394,-26.3992,-245.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_54,53
54,8,2,55,26.3992,-17.6394,-245.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_55,54
55,8,2,56,31.1399,-6.19412,-245.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_56,55
56,8,2,57,31.1399,6.19412,-245.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_57,56
57,8,2,58,26.3992,17.6394,-245.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_58,57
58,8,2,59,17.6394,26.3992,-245.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_59,58
59,8,2,60,6.19412,31.1399,-245.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_60,59
60,8,2,61,-6.19412,31.1399,-245.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_61,60
61,8,2,62,-17.6394,26.3992,-245.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_62,61
62,8,2,63,-26.3992,17.6394,-245.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_63,62
63,8,2,64,-31.1399,6.19412,-245.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_64,63
64,8,2,65,-31.6303,-6.29166,-175.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_65,64
65,8,2,66,-26.8149,-17.9171,-175.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_66,65
66,8,2,67,-17.9171,-26.8149,-175.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_67,66
67,8,2,68,-6.29166,-31.6303,-175.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_68,67
68,8,2,69,6.29166,-31.6303,-175.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_69,68
69,8,2,70,17.9171,-26.8149,-175.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_70,69
70,8,2,71,26.8149,-17.9171,-175.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_71,70
71,8,2,72,31.6303,-6.29166,-175.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_72,71
72,8,2,73,31.6303,6.29166,-175.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_73,72
73,8,2,74,26.8149,17.9171,-175.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_74,73
74,8,2,75,17.9171,26.8149,-175.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_75,74
75,8,2,76,6.29166,31.6303,-175.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_76,75
76,8,2,77,-6.29166,31.6303,-175.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_77,76
77,8,2,78,-17.9171,26.8149,-175.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_78,77
78,8,2,79,-26.8149,17.9171,-175.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_79,78
79,8,2,80,-31.6303,6.29166,-175.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_80,79
80,8,2,81,-31.1399,-6.19412,-105.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_81,80
81,8,2,82,-26.3992,-17.6394,-105.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_82,81
82,8,2,83,-17.6394,-26.3992,-105.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_83,82
83,8,2,84,-6.19412,-31.1399,-105.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_84,83
84,8,2,85,6.19412,-31.1399,-105.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_85,84
85,8,2,86,17.6394,-26.3992,-105.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_86,85
86,8,2,87,26.3992,-17.6394,-105.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_87,86
87,8,2,88,31.1399,-6.19412,-105.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_88,87
88,8,2,89,31.1399,6.19412,-105.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_89,88
89,8,2,90,26.3992,17.6394,-105.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_90,89
90,8,2,91,17.6394,26.3992,-105.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_91,90
91,8,2,92,6.19412,31.1399,-105.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_92,91
92,8,2,93,-6.19412,31.1399,-105.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_93,92
93,8,2,94,-17.6394,26.3992,-105.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_94,93
94,8,2,95,-26.3992,17.6394,-105.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_95,94
95,8,2,96,-31.1399,6.19412,-105.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_96,95
96,8,2,97,-31.6303,-6.29166,-35.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_97,96
97,8,2,98,-26.8149,-17.9171,-35.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_98,97
98,8,2,99,-17.9171,-26.8149,-35.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_99,98
99,8,2,100,-6.29166,-31.6303,-35.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_100,99
100,8,2,101,6.29166,-31.6303,-35.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_101,100
101,8,2,102,17.9171,-26.8149,-35.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_102,101
102,8,2,103,26.8149,-17.9171,-35.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_103,102
103,8,2,104,31.6303,-6.29166,-35.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_104,103
104,8,2,105,31.6303,6.29166,-35.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_105,104
105,8,2,106,26.8149,17.9171,-35.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_106,105
106,8,2,107,17.9171,26.8149,-35.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_107,106
107,8,2,108,6.29166,31.6303,-35.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_108,107
108,8,2,109,-6.29166,31.6303,-35.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_109,108
109,8,2,110,-17.9171,26.8149,-35.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_110,109
110,8,2,111,-26.8149,17.9171,-35.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_111,110
111,8,2,112,-31.6303,6.29166,-35.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_112,111
112,8,2,113,-31.1399,-6.19412,35.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_113,112
113,8,2,114,-26.3992,-17.6394,35.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_114,113
114,8,2,115,-17.6394,-26.3992,35.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_115,114
115,8,2,116,-6.19412,-31.1399,35.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_116,115
116,8,2,117,6.19412,-31.1399,35.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_117,116
117,8,2,118,17.6394,-26.3992,35.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_118,117
118,8,2,119,26.3992,-17.6394,35.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_119,118
119,8,2,120,31.1399,-6.19412,35.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_120,119
120,8,2,121,31.1399,6.19412,35.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_121,120
121,8,2,122,26.3992,17.6394,35.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_122,121
122,8,2,123,17.6394,26.3992,35.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_123,122
123,8,2,124,6.19412,31.1399,35.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_124,123
124,8,2,125,-6.19412,31.1399,35.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_125,124
125,8,2,126,-17.6394,26.3992,35.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_126,125
126,8,2,127,-26.3992,17.6394,35.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_127,126
127,8,2,128,-31.1399,6.19412,35.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_128,127
128,8,2,129,-31.6303,-6.29166,105.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_129,128
129,8,2,130,-26.8149,-17.9171,105.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_130,129
130,8,2,131,-17.9171,-26.8149,105.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_131,130
131,8,2,132,-6.29166,-31.6303,105.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_132,131
132,8,2,133,6.29166,-31.6303,105.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_133,132
133,8,2,134,17.9171,-26.8149,105.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_134,133
134,8,2,135,26.8149,-17.9171,105.0,0.434109,0.0,0.900861,0.900861,0.0,-0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_135,134
135,8,2,136,31.6303,-6.29166,105.0,0.0563197,0.0,0.998413,0.998413,0.0,-0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_136,135
136,8,2,137,31.6303,6.29166,105.0,-0.330043,0.0,0.943966,0.943966,0.0,0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_137,136
137,8,2,138,26.8149,17.9171,105.0,-0.66616,0.0,0.745809,0.745809,0.0,0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_138,137
138,8,2,139,17.9171,26.8149,105.0,-0.900861,0.0,0.434109,0.434109,0.0,0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_139,138
139,8,2,140,6.29166,31.6303,105.0,-0.998413,0.0,0.0563197,0.0563197,0.0,0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_140,139
140,8,2,141,-6.29166,31.6303,105.0,-0.943966,0.0,-0.330043,-0.330043,0.0,0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_141,140
141,8,2,142,-17.9171,26.8149,105.0,-0.745809,0.0,-0.66616,-0.66616,0.0,0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_142,141
142,8,2,143,-26.8149,17.9171,105.0,-0.434109,0.0,-0.900861,-0.900861,0.0,0.434109,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_143,142
143,8,2,144,-31.6303,6.29166,105.0,-0.0563197,0.0,-0.998413,-0.998413,0.0,0.0563197,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_144,143
144,8,2,145,-31.1399,-6.19412,175.0,0.330043,0.0,-0.943966,-0.943966,0.0,-0.330043,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_145,144
145,8,2,146,-26.3992,-17.6394,175.0,0.66616,0.0,-0.745809,-0.745809,0.0,-0.66616,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_146,145
146,8,2,147,-17.6394,-26.3992,175.0,0.900861,0.0,-0.434109,-0.434109,0.0,-0.900861,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_147,146
147,8,2,148,-6.19412,-31.1399,175.0,0.998413,0.0,-0.0563197,-0.0563197,0.0,-0.998413,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_148,147
148,8,2,149,6.19412,-31.1399,175.0,0.943966,0.0,0.330043,0.330043,0.0,-0.943966,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_149,148
149,8,2,150,17.6394,-26.3992,175.0,0.745809,0.0,0.66616,0.66616,0.0,-0.745809,0,1,0,0.15,8.4,8.4,36,0.05,0.05625,8_2_150,149
